route,grade,grade_band,discipline,grade_system,area,wall,source,latitude,longitude,row_key,notion_page_id,status,coord_source
4einhalb,6b+,Boulder,boulder,Font,Bucklige Welt,Black Metal,Keltenkalk,47.65241,16.139402,Bucklige Welt | Black Metal | 4einhalb,,in Notion DB,outdooractive: Bucklige Welt / Black Metal Block (272950208)
Problembär,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Jungkunststein,Keltenkalk,48.109702,16.204405,Kaltenleutgebner Tal | Jungkunststein | Problembär,,in Notion DB,master xlsx (pre-existing)
Tanzbär,6,5-7,sport,UIAA,Kaltenleutgebner Tal,Jungkunststein,Keltenkalk,48.109702,16.204405,Kaltenleutgebner Tal | Jungkunststein | Tanzbär,,in Notion DB,master xlsx (pre-existing)
Verquerer Bär,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Jungkunststein,Keltenkalk,48.109702,16.204405,Kaltenleutgebner Tal | Jungkunststein | Verquerer Bär,,in Notion DB,master xlsx (pre-existing)
Zottelbär,4-,1-4,sport,UIAA,Kaltenleutgebner Tal,Jungkunststein,Keltenkalk,48.109702,16.204405,Kaltenleutgebner Tal | Jungkunststein | Zottelbär,,in Notion DB,master xlsx (pre-existing)
Höhlenbär,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Kalksburger Grat,Keltenkalk,48.140476,16.243628,Kaltenleutgebner Tal | Kalksburger Grat | Höhlenbär,,in Notion DB,OSM exact: Kalksburger Grat
Kante,4,1-4,sport,UIAA,Kaltenleutgebner Tal,Kalksburger Grat,Keltenkalk,48.140476,16.243628,Kaltenleutgebner Tal | Kalksburger Grat | Kante,,in Notion DB,OSM exact: Kalksburger Grat
Pfeiler,5-,5-7,sport,UIAA,Kaltenleutgebner Tal,Kalksburger Grat,Keltenkalk,48.140476,16.243628,Kaltenleutgebner Tal | Kalksburger Grat | Pfeiler,,in Notion DB,OSM exact: Kalksburger Grat
Rechte Flanke,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Kalksburger Grat,Keltenkalk,48.140476,16.243628,Kaltenleutgebner Tal | Kalksburger Grat | Rechte Flanke,,in Notion DB,OSM exact: Kalksburger Grat
Riss,3,1-4,sport,UIAA,Kaltenleutgebner Tal,Kalksburger Grat,Keltenkalk,48.140476,16.243628,Kaltenleutgebner Tal | Kalksburger Grat | Riss,,in Notion DB,OSM exact: Kalksburger Grat
Verschneidung,2+,1-4,sport,UIAA,Kaltenleutgebner Tal,Kalksburger Grat,Keltenkalk,48.140476,16.243628,Kaltenleutgebner Tal | Kalksburger Grat | Verschneidung,,in Notion DB,OSM exact: Kalksburger Grat
Aller Anfang ist Schwer,7-,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Aller Anfang ist Schwer,,in Notion DB,master xlsx (pre-existing)
Annyplatte,4-,1-4,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Annyplatte,,in Notion DB,master xlsx (pre-existing)
Der Untergriff,3+,1-4,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Der Untergriff,,in Notion DB,master xlsx (pre-existing)
Direkter Sombrero,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Direkter Sombrero,,in Notion DB,master xlsx (pre-existing)
Ecuador,7-,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Ecuador,,in Notion DB,master xlsx (pre-existing)
Gipfelstürmer,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Gipfelstürmer,,in Notion DB,master xlsx (pre-existing)
Gratüberschreitung,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Gratüberschreitung,,in Notion DB,master xlsx (pre-existing)
Hess Riss,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Hess Riss,,in Notion DB,master xlsx (pre-existing)
Kuhschelle,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Kuhschelle,,in Notion DB,master xlsx (pre-existing)
Norbertsteig,7,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Norbertsteig,,in Notion DB,master xlsx (pre-existing)
Potz Blitz,7+/8-,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Potz Blitz,,in Notion DB,master xlsx (pre-existing)
Rampe,3+,1-4,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Rampe,,in Notion DB,master xlsx (pre-existing)
Salome,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Salome,,in Notion DB,master xlsx (pre-existing)
Salvadore,7,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Salvadore,,in Notion DB,master xlsx (pre-existing)
Sepperl Überhang,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Sepperl Überhang,,in Notion DB,master xlsx (pre-existing)
Skottysteig,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Skottysteig,,in Notion DB,master xlsx (pre-existing)
Steinnelke,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Steinnelke,,in Notion DB,master xlsx (pre-existing)
Zeck,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Kaltenleutgebner Grat,Keltenkalk,48.116353,16.213972,Kaltenleutgebner Tal | Kaltenleutgebner Grat | Zeck,,in Notion DB,master xlsx (pre-existing)
Alter Fuchs,5-,5-7,sport,UIAA,Kaltenleutgebner Tal,Kirchengrat,Keltenkalk,48.113728,16.197626,Kaltenleutgebner Tal | Kirchengrat | Alter Fuchs,,in Notion DB,master xlsx (pre-existing)
Buntspecht,7/7+,5-7,sport,UIAA,Kaltenleutgebner Tal,Kirchengrat,Keltenkalk,48.113728,16.197626,Kaltenleutgebner Tal | Kirchengrat | Buntspecht,,in Notion DB,master xlsx (pre-existing)
Kleiner Fuchs,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Kirchengrat,Keltenkalk,48.113728,16.197626,Kaltenleutgebner Tal | Kirchengrat | Kleiner Fuchs,,in Notion DB,master xlsx (pre-existing)
Ruf des Kolkraben,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Kirchengrat,Keltenkalk,48.113728,16.197626,Kaltenleutgebner Tal | Kirchengrat | Ruf des Kolkraben,,in Notion DB,master xlsx (pre-existing)
Waldmaus,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Kirchengrat,Keltenkalk,48.113728,16.197626,Kaltenleutgebner Tal | Kirchengrat | Waldmaus,,in Notion DB,master xlsx (pre-existing)
Athlet,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Athlet,,in Notion DB,master xlsx (pre-existing)
Aus Alten Zeiten,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Aus Alten Zeiten,,in Notion DB,master xlsx (pre-existing)
Bananenföhre,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Bananenföhre,,in Notion DB,master xlsx (pre-existing)
Blätterrauschen,7+,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Blätterrauschen,,in Notion DB,master xlsx (pre-existing)
Buchenloch,3-,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Buchenloch,,in Notion DB,master xlsx (pre-existing)
Croatdance,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Croatdance,,in Notion DB,master xlsx (pre-existing)
Dachrinne,3,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Dachrinne,,in Notion DB,master xlsx (pre-existing)
Dragon,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Dragon,,in Notion DB,master xlsx (pre-existing)
Dreamer,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Dreamer,,in Notion DB,master xlsx (pre-existing)
Dreamer (Nr 39),6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Dreamer (Nr 39),,in Notion DB,master xlsx (pre-existing)
Dreieck,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Dreieck,,in Notion DB,master xlsx (pre-existing)
Dreieck (Nr 40),4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Dreieck (Nr 40),,in Notion DB,master xlsx (pre-existing)
Felszacken,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Felszacken,,in Notion DB,master xlsx (pre-existing)
Finale,5,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Finale,,in Notion DB,master xlsx (pre-existing)
Für Alle,4,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Für Alle,,in Notion DB,master xlsx (pre-existing)
Ganz Lustig,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Ganz Lustig,,in Notion DB,master xlsx (pre-existing)
Gegenlicht,3,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Gegenlicht,,in Notion DB,master xlsx (pre-existing)
Henkers Dessert,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Henkers Dessert,,in Notion DB,master xlsx (pre-existing)
Immer Mehr,3+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Immer Mehr,,in Notion DB,master xlsx (pre-existing)
Kantenreiter,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Kantenreiter,,in Notion DB,master xlsx (pre-existing)
Klarer Fall,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Klarer Fall,,in Notion DB,master xlsx (pre-existing)
Klassiker,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Klassiker,,in Notion DB,master xlsx (pre-existing)
Kleiner Pfeiler,4-,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Kleiner Pfeiler,,in Notion DB,master xlsx (pre-existing)
Kleiner Riss,2+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Kleiner Riss,,in Notion DB,master xlsx (pre-existing)
Kraftakt,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Kraftakt,,in Notion DB,master xlsx (pre-existing)
Lange Rampe,3,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Lange Rampe,,in Notion DB,master xlsx (pre-existing)
Little Jumps,7+,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Little Jumps,,in Notion DB,master xlsx (pre-existing)
Luckete Wand Querung,4c,Boulder,boulder,Font,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Luckete Wand Querung,,in Notion DB,master xlsx (pre-existing)
Mach's Schwieriger,6,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Mach's Schwieriger,,in Notion DB,master xlsx (pre-existing)
Mit Sanfter Kraft,7+,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Mit Sanfter Kraft,,in Notion DB,master xlsx (pre-existing)
Nase,5+,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Nase,,in Notion DB,master xlsx (pre-existing)
Nicht Normal,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Nicht Normal,,in Notion DB,master xlsx (pre-existing)
Normalweg,1+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Normalweg,,in Notion DB,master xlsx (pre-existing)
Nur Zu,5+,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Nur Zu,,in Notion DB,master xlsx (pre-existing)
Oskar Steig,4,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Oskar Steig,,in Notion DB,master xlsx (pre-existing)
Polarisation,5-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Polarisation,,in Notion DB,master xlsx (pre-existing)
Riesenloch,3,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Riesenloch,,in Notion DB,master xlsx (pre-existing)
Rote Punkte,5+,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Rote Punkte,,in Notion DB,master xlsx (pre-existing)
Rote Punkte (Nr 41),4,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Rote Punkte (Nr 41),,in Notion DB,master xlsx (pre-existing)
Roter Zeck,5,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Roter Zeck,,in Notion DB,master xlsx (pre-existing)
Ruachl,5-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Ruachl,,in Notion DB,master xlsx (pre-existing)
Schiefer Überhang,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Schiefer Überhang,,in Notion DB,master xlsx (pre-existing)
Serpentine,2+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Serpentine,,in Notion DB,master xlsx (pre-existing)
Soso,4,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Soso,,in Notion DB,master xlsx (pre-existing)
TP,5,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | TP,,in Notion DB,master xlsx (pre-existing)
Traum,4-,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Traum,,in Notion DB,master xlsx (pre-existing)
Traverse Oben,4c,Boulder,boulder,Font,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Traverse Oben,,in Notion DB,master xlsx (pre-existing)
Traverse Unten,6b,Boulder,boulder,Font,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Traverse Unten,,in Notion DB,master xlsx (pre-existing)
Unschlüssig,3+,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Unschlüssig,,in Notion DB,master xlsx (pre-existing)
Verschneidung,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Verschneidung,,in Notion DB,master xlsx (pre-existing)
Wohin,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Luckete Wand,Keltenkalk,48.112115,16.200473,Kaltenleutgebner Tal | Luckete Wand | Wohin,,in Notion DB,master xlsx (pre-existing)
Athleten Vortreten,6,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Athleten Vortreten,,in Notion DB,master xlsx (pre-existing)
Der Urschrei,6+,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Der Urschrei,,in Notion DB,master xlsx (pre-existing)
Diagonale,5-,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Diagonale,,in Notion DB,master xlsx (pre-existing)
Dreieck Links,4-,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Dreieck Links,,in Notion DB,master xlsx (pre-existing)
Dreieck Rechts,5,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Dreieck Rechts,,in Notion DB,master xlsx (pre-existing)
Friends,5-,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Friends,,in Notion DB,master xlsx (pre-existing)
Grosse Schuppe,2+,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Grosse Schuppe,,in Notion DB,master xlsx (pre-existing)
Höhlenüberhang,5,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Höhlenüberhang,,in Notion DB,master xlsx (pre-existing)
Kamin,1+,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Kamin,,in Notion DB,master xlsx (pre-existing)
Kleine Schuppe,2+,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Kleine Schuppe,,in Notion DB,master xlsx (pre-existing)
Lutter Platte,4,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Lutter Platte,,in Notion DB,master xlsx (pre-existing)
Mauerblümchen,5-,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Mauerblümchen,,in Notion DB,master xlsx (pre-existing)
Neue Welt,5+,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Neue Welt,,in Notion DB,master xlsx (pre-existing)
Normalweg,2+,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Normalweg,,in Notion DB,master xlsx (pre-existing)
Nr 26,1+,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Nr 26,,in Notion DB,master xlsx (pre-existing)
Nr 27,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Nr 27,,in Notion DB,master xlsx (pre-existing)
Nr 28,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Nr 28,,in Notion DB,master xlsx (pre-existing)
Pfeilschnell,5,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Pfeilschnell,,in Notion DB,master xlsx (pre-existing)
Platte,2+,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Platte,,in Notion DB,master xlsx (pre-existing)
Plattenschleicher,4+,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Plattenschleicher,,in Notion DB,master xlsx (pre-existing)
Sandplatte,5+,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Sandplatte,,in Notion DB,master xlsx (pre-existing)
Sanduhrenparadies,3+,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Sanduhrenparadies,,in Notion DB,master xlsx (pre-existing)
Sonnenwende,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Sonnenwende,,in Notion DB,master xlsx (pre-existing)
Verschneidung,3,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Verschneidung,,in Notion DB,master xlsx (pre-existing)
Verschneidung (Nr 25),2,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Verschneidung (Nr 25),,in Notion DB,master xlsx (pre-existing)
Vorbau,2,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Vorbau,,in Notion DB,master xlsx (pre-existing)
Weg der Erstbesteiger,3,1-4,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Weg der Erstbesteiger,,in Notion DB,master xlsx (pre-existing)
Wild Entschlossen,6-,5-7,sport,UIAA,Kaltenleutgebner Tal,Lutterwand,Keltenkalk,48.128969,16.250156,Kaltenleutgebner Tal | Lutterwand | Wild Entschlossen,,in Notion DB,master xlsx (pre-existing)
Donarit,6,5-7,sport,UIAA,Kaltenleutgebner Tal,Löwenkopf,Keltenkalk,48.119135,16.211473,Kaltenleutgebner Tal | Löwenkopf | Donarit,,in Notion DB,master xlsx (pre-existing)
Hyänenkiller,6,5-7,sport,UIAA,Kaltenleutgebner Tal,Löwenkopf,Keltenkalk,48.119135,16.211473,Kaltenleutgebner Tal | Löwenkopf | Hyänenkiller,,in Notion DB,master xlsx (pre-existing)
